SURVEY_INFO,esdate,towncode,ward,respid,BACKGROUND,gender,age,hhsize,educ,religion,leavemonr2w,leavemonr2wwhere,returnmonr2w,returnmonr2wwhere,EBOLA_AWARENESS,ehowget,esignsymptom,eincubation,ehotline,spreadair,spreadfluids,spreadearly,saltcure,HEALTH,notreatmentj26,under5,childsick,childsickcare,childsicknocareebola,childsickcarewhereelse,hhmemsick,hhmemsickcare,hhmemsicknocareebola,hhmemsickcarewhere,EBOLA_VIGILANCE,egroupa,egroupct,emtgs,emtgswho,corganizedae,csafeburial,bucket,handsanitizer,shakehands,secretburials,hidecases,breakcurfew,havefun,ECONOMIC_FOOD_IMPACTS,nocashjuly,income7d,income7dunit,income7dnormal,income7dnormalunit,occupation,losejob,workless,famlosejob,famworkless,nofoodjuly,nofoodworry7d,skipmeals,limitmealsize,borrowfood,badfood,childmeals,childmealsnormal,bedhungry2w,CONCLUSION,willshare,angry,distractions
,"12/16/2014 14:43:39",2064,"Z500-Soniwein",2064153,,"2-Female",35,9,"3-Some junior high","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups",21,"1-Yes","N","Y","Y","N",,"2-Several times",2,"Y","N","Y","","Y","N","Y","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",400,"1-LD",1500,"1-LD","3-Sales and services","Y","Y","N","Y","3-Many times","Y",0,0,1,6,2,3,0,,"Y","N","0-None"
,"12/16/2014 10:03:17",2064,"Z500-Soniwein",2064161,,"2-Female",36,5,"3-Some junior high","1-Christian","","","","",,"5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;4-Headache;5-Joint and muscle pain;7-Weakness;10-Red eyes",3,"1-Yes","Y","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","97-Do not know","1-Yes","0-No","0-No","97-Do not know","97-Do not know",0,0,,"1-Just once or twice",1400,"1-LD",2300,"1-LD","3-Sales and services","N","N","N","N","1-Just once or twice","Y",0,1,0,2,99,99,99,,"Y","N","0-None"
,"12/16/2014 10:12:34",2064,"Z500-Soniwein",2064151,,"2-Female",47,10,"3-Some junior high","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;9-Rash",21,"0-No","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"",,"",,"","","","","","","","",,,,,,,,,"","",""
,"12/18/2014 15:17:58",2065,"Z600-Slipway",2065113,,"1-Male",26,19,"7-Some university","1-Christian","","","","",,"97-Dont know","97-Does not know",7,"0-No","Y","Y","N","N",,"2-Several times",0,"","","","","Y","N","Y","",,"1-Yes","1-Yes",2,"1-Community leaders;4-NGOs","1-Agree","1-Agree","0-No","0-No","0-No","97-Do not know","97-Do not know",0,5,,"3-Many times",200,"1-LD",10000,"1-LD","3-Sales and services","Y","Y","Y","Y","2-Several times","Y",2,6,4,5,99,99,99,,"Y","N","2-Child present;3-Spouse present;4-Friend present"
,"12/18/2014 16:03:40",2065,"Z600-Slipway",2065114,,"2-Female",27,9,"5-Some high school","1-Christian","0-No","","0-No","",,"2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;8-Stomach pain;10-Red eyes;18-Cough",21,"0-No","Y","Y","N","N",,"3-Many times",2,"Y","N","Y","","N","","","",,"1-Yes","1-Yes",0,"","97-Do not know","97-Do not know","0-No","0-No","0-No","97-Do not know","97-Do not know",0,7,,"3-Many times",650,"1-LD",2100,"1-LD","5-Unskilled manual","Y","Y","Y","Y","3-Many times","Y",1,6,4,5,1,2,1,,"Y","N","2-Child present"
,"12/18/2014 14:33:06",2065,"Z600-Slipway",2065112,,"2-Female",40,7,"1-Some ABC","1-Christian","","","","",,"2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;8-Stomach pain;10-Red eyes;12-Bleeding;18-Cough",21,"0-No","N","Y","Y","N",,"3-Many times",2,"Y","N","Y","","Y","N","Y","",,"1-Yes","0-No",1,"1-Community leaders;4-NGOs","1-Agree","1-Agree","0-No","0-No","0-No","97-Do not know","97-Do not know",0,4,,"2-Several times",500,"1-LD",1500,"1-LD","88-Other","Y","Y","Y","Y","3-Many times","Y",4,3,4,5,1,2,4,,"Y","N","2-Child present;4-Friend present"
,"12/18/2014 13:41:26",2065,"Z600-Slipway",2065111,,"1-Male",25,12,"6-Completed high school","1-Christian","","","","",,"4-Man woman business;5-Touching dead bodies","1-Vomiting;2-Fever;4-Headache;10-Red eyes",7,"0-No","Y","Y","Y","N",,"3-Many times",3,"Y","N","Y","","Y","N","Y","",,"1-Yes","0-No",2,"1-Community leaders;4-NGOs;6-Community group","1-Agree","97-Do not know","1-Yes","0-No","0-No","97-Do not know","0-No",5,8,,"2-Several times",250,"1-LD",1000,"1-LD","4-Skilled manual","Y","Y","Y","Y","2-Several times","Y",2,5,3,5,1,2,3,,"Y","N","3-Spouse present;4-Friend present"
,"12/18/2014 11:55:34",2065,"Z600-Slipway",2065212,,"1-Male",36,5,"7-Some university","1-Christian","","","","",,"2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;3-Diarrhea;4-Headache;6-Sore throat;10-Red eyes;12-Bleeding",21,"1-Yes","N","Y","Y","N",,"",,"","","","","","","","",,"1-Yes","0-No",2,"4-NGOs","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",2,3,,"3-Many times",200,"1-LD",2460,"1-LD","4-Skilled manual","Y","Y","Y","Y","4-Always","Y",3,5,3,3,1,3,0,,"Y","N","4-Friend present;88-Other"
,"12/18/2014 14:35:26",2065,"Z600-Slipway",2065192,,"1-Male",47,4,"7-Some university","1-Christian","","","","",,"1-Preparing or eating bush mea;4-Man woman business;5-Touching dead bodies","1-Vomiting;2-Fever;4-Headache;7-Weakness;8-Stomach pain;10-Red eyes",4,"1-Yes","N","Y","N","N",,"0-Never",6,"N","","","","N","","","",,"1-Yes","1-Yes",2,"4-NGOs;5-Government agency","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",0,"1-LD",15,"2-USD","4-Skilled manual","Y","Y","Y","N","3-Many times","Y",0,7,7,8,1,2,0,,"Y","N","4-Friend present"
,"12/18/2014 15:23:14",2065,"Z600-Slipway",2065193,,"1-Male",33,6,"7-Some university","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;8-Stomach pain;10-Red eyes",7,"1-Yes","N","Y","Y","N",,"0-Never",8,"N","","","","Y","Y","","1-Clinic",,"1-Yes","1-Yes",2,"1-Community leaders","1-Agree","0-Disagree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"4-Always",0,"1-LD",1600,"1-LD","88-Other","N","N","N","N","4-Always","Y",0,0,0,0,1,3,7,,"Y","N","4-Friend present"
,"12/18/2014 14:28:35",2065,"Z600-Slipway",2065132,,"1-Male",52,15,"2-Completed ABC","2-Muslim","","","","",,"97-Dont know","1-Vomiting;2-Fever;88-Other",2,"0-No","N","Y","N","N",,"3-Many times",1,"Y","Y","","","Y","Y","","2-Hospital",,"1-Yes","1-Yes",1,"1-Community leaders","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"1-Just once or twice",200,"1-LD",700,"1-LD","4-Skilled manual","Y","Y","N","Y","1-Just once or twice","Y",2,2,0,1,1,2,1,,"Y","N","0-None"
,"12/18/2014 14:35:39",2065,"Z600-Slipway",2065162,,"2-Female",32,2,"2-Completed ABC","1-Christian","0-No","","0-No","",,"3-Bodily fluids of infected pe","1-Vomiting;3-Diarrhea;5-Joint and muscle pain;10-Red eyes;12-Bleeding",21,"0-No","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"0-No","0-No",0,"88-Other","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"0-Never",2100,"1-LD",2000,"1-LD","3-Sales and services","N","N","N","N","0-Never","Y",0,0,0,0,99,99,99,,"Y","N","0-None"
,"12/18/2014 16:08:26",2065,"Z600-Slipway",2065134,,"1-Male",60,10,"8-Completed university","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;10-Red eyes;88-Other",2,"1-Yes","N","Y","N","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",2,"1-Community leaders;4-NGOs;5-Government agency","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"1-Just once or twice",0,"88-N/A",700,"1-LD","88-Other","N","Y","N","Y","1-Just once or twice","N",0,0,0,0,2,2,0,,"Y","N","88-Other"
,"12/18/2014 13:41:23",2065,"Z600-Slipway",2065161,,"1-Male",51,8,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;4-Headache;7-Weakness;9-Rash;10-Red eyes",21,"1-Yes","N","Y","N","N",,"0-Never",1,"N","","","","Y","Y","","88-Other",,"1-Yes","1-Yes",0,"88-Other","1-Agree","0-Disagree","1-Yes","0-No","0-No","0-No","0-No",12,0,,"2-Several times",1200,"1-LD",4000,"1-LD","6-Domestic services","N","N","N","N","3-Many times","Y",0,3,0,2,2,2,0,,"Y","N","0-None"
,"12/18/2014 15:28:01",2065,"Z600-Slipway",2065163,,"1-Male",35,6,"8-Completed university","1-Christian","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;9-Rash;10-Red eyes;12-Bleeding",12,"0-No","N","Y","N","N",,"0-Never",2,"N","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","0-No","1-Yes","0-No","0-No","0-No",0,0,,"2-Several times",1000,"1-LD",2500,"1-LD","3-Sales and services","Y","N","N","N","3-Many times","Y",1,4,0,3,2,3,0,,"Y","N","0-None"
,"12/18/2014 10:50:23",2065,"Z600-Slipway",2065211,,"1-Male",34,3,"6-Completed high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;10-Red eyes;12-Bleeding",3,"1-Yes","N","Y","N","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",3,"1-Community leaders;6-Community group","1-Agree","1-Agree","0-No","0-No","1-Yes","0-No","0-No",3,0,,"3-Many times",360,"1-LD",3500,"1-LD","5-Unskilled manual","Y","Y","Y","Y","1-Just once or twice","Y",2,4,2,4,1,2,2,,"Y","N","4-Friend present;88-Other"
,"12/18/2014 13:25:45",2065,"Z600-Slipway",2065213,,"2-Female",48,6,"3-Some junior high","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;10-Red eyes;12-Bleeding",21,"0-No","Y","Y","N","Y",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",3,"1-Community leaders;5-Government agency","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"4-Always",300,"1-LD",3500,"1-LD","3-Sales and services","N","Y","N","Y","4-Always","Y",3,5,2,4,1,2,0,,"Y","N","88-Other"
,"12/18/2014 15:44:20",2065,"Z600-Slipway",2065153,,"2-Female",50,14,"0-None","2-Muslim","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;10-Red eyes;12-Bleeding",21,"0-No","N","Y","Y","N",,"0-Never",3,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"2-Several times",200,"1-LD",700,"1-LD","3-Sales and services","Y","Y","N","N","3-Many times","Y",5,6,2,6,1,2,1,,"Y","N","0-None"
,"12/18/2014 13:52:29",2065,"Z600-Slipway",2065131,,"1-Male",43,5,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;10-Red eyes",21,"0-No","N","N","N","N",,"2-Several times",1,"Y","Y","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",7,0,,"1-Just once or twice",500,"1-LD",1700,"1-LD","4-Skilled manual","N","Y","N","Y","1-Just once or twice","Y",2,2,0,1,2,2,0,,"Y","N","0-None"
,"12/18/2014 14:56:43",2065,"Z600-Slipway",2065214,,"1-Male",44,5,"8-Completed university","1-Christian","","","","",,"2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;4-Headache",21,"0-No","N","Y","N","N",,"0-Never",0,"","","","","N","","","",,"0-No","0-No",1,"4-NGOs","1-Agree","1-Agree","1-Yes","1-Yes","1-Yes","0-No","0-No",2,3,,"1-Just once or twice",100,"2-USD",300,"2-USD","1-Professional","N","N","N","N","0-Never","N",0,0,0,0,2,3,0,,"Y","N","88-Other"
,"12/18/2014 13:49:04",2065,"Z600-Slipway",2065191,,"2-Female",50,10,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat",0,"0-No","N","N","N","N",,"3-Many times",0,"","","","","Y","N","Y","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"0-Never",0,"1-LD",800,"1-LD","3-Sales and services","N","Y","Y","Y","0-Never","N",0,0,0,0,1,2,0,,"Y","N","4-Friend present"
,"12/18/2014 15:14:53",2065,"Z600-Slipway",2065133,,"2-Female",24,9,"2-Completed ABC","1-Christian","","","","",,"1-Preparing or eating bush mea;6-Contact with infected surfac;88-Other","1-Vomiting;3-Diarrhea;7-Weakness;8-Stomach pain",2,"1-Yes","N","Y","Y","N",,"0-Never",2,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"1-Just once or twice",300,"1-LD",800,"1-LD","88-Other","N","Y","N","Y","0-Never","Y",1,1,0,0,2,2,0,,"Y","N","0-None"
,"12/18/2014 13:51:48",2065,"Z600-Slipway",2065151,,"2-Female",34,5,"6-Completed high school","3-Other","0-No","","0-No","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;7-Mother breastfeeding her chi","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat",21,"0-No","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","0-Disagree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",1500,"1-LD",4900,"1-LD","3-Sales and services","Y","Y","Y","Y","3-Many times","Y",6,6,1,6,1,2,0,,"Y","N","2-Child present"
,"12/12/2014 16:06:58",2066,"Z600-Slipway",2066177,,"1-Male",49,7,"5-Some high school","1-Christian","","","","",,"97-Dont know","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;10-Red eyes",3,"1-Yes","N","Y","Y","N",,"0-Never",2,"N","","","","N","","","",,"","",,"","","","","","","","",,,,"3-Many times",20000,"1-LD",20000,"1-LD","0-None","N","N","N","N","3-Many times","Y",2,2,4,6,1,3,2,,"Y","N","0-None"
,"12/12/2014 15:55:10",2066,"Z600-Slipway",2066145,,"2-Female",25,4,"5-Some high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes",21,"0-No","Y","Y","Y","Y",,"0-Never",1,"Y","Y","","","N","","","",,"1-Yes","0-No",3,"1-Community leaders;4-NGOs","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"2-Several times",8000,"1-LD",16000,"1-LD","6-Domestic services","Y","Y","N","Y","0-Never","Y",3,4,0,4,2,2,0,,"Y","Y","2-Child present"
,"12/12/2014 11:35:59",2066,"Z600-Slipway",2066142,,"2-Female",53,15,"0-None","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache",21,"1-Yes","N","Y","N","N",,"0-Never",4,"N","","","","N","","","",,"1-Yes","1-Yes",0,"1-Community leaders","0-Disagree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"0-Never",600,"1-LD",1500,"1-LD","6-Domestic services","N","Y","N","Y","3-Many times","Y",4,4,0,1,3,4,0,,"N","Y","2-Child present"
,"12/12/2014 11:05:04",2066,"Z600-Slipway",2066171,,"2-Female",23,3,"5-Some high school","1-Christian","","","","",,"97-Dont know","3-Diarrhea;4-Headache;6-Sore throat;10-Red eyes",21,"1-Yes","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",0,"4-NGOs","1-Agree","1-Agree","1-Yes","1-Yes","1-Yes","97-Do not know","97-Do not know",0,0,,"0-Never",2000,"1-LD",3600,"1-LD","3-Sales and services","N","N","N","N","0-Never","N",0,0,0,0,3,3,0,,"Y","N","0-None"
,"12/12/2014 12:41:31",2066,"Z600-Slipway",2066143,,"2-Female",25,4,"3-Some junior high","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;3-Diarrhea;7-Weakness",0,"1-Yes","Y","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"1-Community leaders","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",1000,"1-LD",2500,"1-LD","6-Domestic services","N","Y","N","Y","0-Never","Y",0,3,0,0,2,3,0,,"Y","N","0-None"
,"12/12/2014 10:50:40",2066,"Z600-Slipway",2066121,,"1-Male",27,7,"7-Some university","1-Christian","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe","1-Vomiting;3-Diarrhea;10-Red eyes;88-Other",21,"1-Yes","N","Y","Y","N",,"0-Never",2,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",20,"2-USD","4-Skilled manual","Y","Y","Y","Y","0-Never","N",0,0,0,0,1,1,0,,"Y","N","0-None"
,"12/12/2014 13:55:05",2066,"Z600-Slipway",2066126,,"2-Female",22,1,"6-Completed high school","1-Christian","","","","",,"4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","2-Fever;3-Diarrhea;8-Stomach pain;10-Red eyes",21,"1-Yes","N","Y","N","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",1,"1-Community leaders","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"0-Never",1000,"1-LD",1500,"1-LD","4-Skilled manual","Y","Y","N","N","3-Many times","Y",2,5,0,5,0,0,0,,"Y","N","0-None"
,"12/12/2014 14:21:40",2066,"Z600-Slipway",2066144,,"2-Female",34,5,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;3-Diarrhea;10-Red eyes",21,"0-No","N","Y","N","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",0,"6-Community group","1-Agree","1-Agree","0-No","0-No","1-Yes","0-No","0-No",0,0,,"2-Several times",800,"1-LD",4500,"1-LD","6-Domestic services","N","Y","Y","Y","2-Several times","Y",4,5,0,5,1,2,1,,"Y","N","0-None"
,"12/16/2014 14:28:06",2066,"Z600-Slipway",2066201,,"1-Male",63,5,"1-Some ABC","1-Christian","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;4-Headache;6-Sore throat",8,"0-No","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",14,0,,"",,"",,"","","","","","","","",,,,,,,,,"","",""
,"12/12/2014 10:18:48",2066,"Z600-Slipway",2066141,,"2-Female",32,6,"6-Completed high school","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes;12-Bleeding",21,"1-Yes","N","Y","N","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","0-No",0,"1-Community leaders","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"1-Just once or twice",1500,"1-LD",3000,"1-LD","6-Domestic services","Y","Y","N","Y","2-Several times","Y",3,4,0,0,2,2,0,,"Y","Y","0-None"
,"12/12/2014 12:48:04",2066,"Z600-Slipway",2066173,,"2-Female",28,4,"7-Some university","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe","1-Vomiting;2-Fever;3-Diarrhea;4-Headache",21,"1-Yes","N","Y","N","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","0-No",0,"3-Community members","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",2000,"1-LD",4500,"1-LD","0-None","N","N","N","N","0-Never","N",0,0,0,4,2,2,0,,"Y","N","0-None"
,"12/16/2014 14:28:42",2066,"Z600-Slipway",2066128,,"2-Female",24,4,"6-Completed high school","1-Christian","0-No","","0-No","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;3-Diarrhea;6-Sore throat;7-Weakness;10-Red eyes",21,"1-Yes","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","0-No","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",1000,"1-LD",1000,"1-LD","5-Unskilled manual","Y","Y","Y","Y","0-Never","Y",4,4,0,0,1,2,2,,"Y","N","0-None"
,"12/12/2014 15:05:03",2066,"Z600-Slipway",2066176,,"2-Female",47,9,"6-Completed high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;9-Rash",21,"1-Yes","N","Y","N","Y",,"0-Never",2,"N","","","","N","","","",,"1-Yes","1-Yes",0,"4-NGOs","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",25000,"1-LD",40000,"1-LD","6-Domestic services","N","N","N","N","3-Many times","Y",1,1,0,4,2,3,0,,"Y","N","88-Other"
,"12/12/2014 11:56:34",2066,"Z600-Slipway",2066172,,"1-Male",29,2,"7-Some university","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business","1-Vomiting;2-Fever;3-Diarrhea;4-Headache",21,"1-Yes","N","Y","N","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",1,"4-NGOs","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",4000,"1-LD",7500,"1-LD","1-Professional","N","N","N","N","0-Never","N",0,0,0,0,3,3,0,,"Y","N","0-None"
,"12/12/2014 11:43:38",2066,"Z600-Slipway",2066122,,"2-Female",29,5,"7-Some university","1-Christian","","","","",,"5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes",21,"1-Yes","N","Y","N","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",4000,"1-LD","1-Professional","N","Y","Y","Y","0-Never","Y",2,1,0,3,1,3,0,,"Y","N","0-None"
,"12/12/2014 13:39:25",2066,"Z600-Slipway",2066174,,"2-Female",20,10,"6-Completed high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes",1,"1-Yes","N","Y","Y","N",,"0-Never",2,"N","","","","Y","N","Y","",,"1-Yes","1-Yes",0,"1-Community leaders","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"3-Many times",3000,"1-LD",7000,"1-LD","0-None","N","N","N","N","3-Many times","Y",0,2,0,4,1,3,0,,"Y","N","0-None"
